#[0]step() [1]time(s) [2]dL_dt(m^-2*s^-1) [3]chimin_beam_e() [4]chiave_beam_e() [5]chimax_beam_e() [6]x_ave_beam_e(m) [7]y_ave_beam_e(m) [8]x_std_beam_e(m) [9]y_std_beam_e(m) [10]thetax_ave_beam_e(rad) [11]thetay_ave_beam_e(rad) [12]thetax_std_beam_e(rad) [13]thetay_std_beam_e(rad) [14]thetax_min_beam_e(rad) [15]thetay_min_beam_e(rad) [16]thetax_max_beam_e(rad) [17]thetay_max_beam_e(rad) [18]chimin_beam_p() [19]chiave_beam_p() [20]chimax_beam_p() [21]x_ave_beam_p(m) [22]y_ave_beam_p(m) [23]x_std_beam_p(m) [24]y_std_beam_p(m) [25]thetax_ave_beam_p(rad) [26]thetay_ave_beam_p(rad) [27]thetax_std_beam_p(rad) [28]thetay_std_beam_p(rad) [29]thetax_min_beam_p(rad) [30]thetay_min_beam_p(rad) [31]thetax_max_beam_p(rad) [32]thetay_max_beam_p(rad)
178 8.90616134179064e-12 0.00000000000000e+00 2.10863243558112e-18 4.40518999823838e-12 3.04944267313533e-11 8.51755686798295e-11 -8.16490558574901e-11 3.15551729187132e-07 1.42670537263650e-08 7.89796756827847e-04 1.99008655710201e-02 2.28616234452978e-01 3.13755563237286e+00 -3.14159265349109e+00 -3.14159265358841e+00 3.14159264817939e+00 3.14159265357386e+00 5.28477985714613e-19 4.39497099524931e-12 3.16517486356386e-11 2.24281631539451e-10 -5.76549120665648e-11 3.15536157685254e-07 1.42613602712811e-08 -2.19923776958734e-08 -5.38717983761267e-08 1.06852426850695e-05 1.64785976366835e-05 -4.30178260442089e-05 -9.21099655046771e-05 4.39040279986819e-05 8.78816683472728e-05
179 8.95619595607037e-12 0.00000000000000e+00 2.53874057810517e-18 4.33122547611725e-12 2.94745340529445e-11 1.00310721585812e-11 -8.65824952147637e-11 3.15733620658128e-07 1.42907707572902e-08 1.67008381536268e-03 1.97627877078481e-02 2.32811648959003e-01 3.13773759480535e+00 -3.14159265349109e+00 -3.14159265358841e+00 3.14159264817939e+00 3.14159265357386e+00 2.29251061572630e-18 4.32158548759631e-12 3.05947006766021e-11 1.97482564047248e-10 -4.18087083544020e-11 3.15677205671472e-07 1.42853395145971e-08 -2.06083496613333e-08 -3.24658137928809e-08 1.06878972951917e-05 1.62335534899045e-05 -4.30178260406937e-05 -9.21099655033773e-05 4.39040279932828e-05 8.66937323552297e-05
180 9.00623057035009e-12 0.00000000000000e+00 2.43939518070368e-18 4.25980325770467e-12 2.80191975039543e-11 6.35219884741098e-11 -8.41320858960679e-11 3.15917600499685e-07 1.43129845118678e-08 1.38193661873462e-03 2.03749421578538e-02 2.36590908423630e-01 3.13758141338093e+00 -3.14159265349109e+00 -3.14159265358841e+00 3.14159264817939e+00 3.14159265357386e+00 2.06367438319027e-18 4.25075460154445e-12 3.00139345818458e-11 1.87833555193886e-10 -3.17882300694910e-11 3.15818783322897e-07 1.43066430475103e-08 -1.94215450048661e-08 -1.76297435924058e-08 1.06901774677552e-05 1.59912304725930e-05 -4.30178260371799e-05 -8.85878071340643e-05 4.31217424895294e-05 8.66937323535871e-05
181 9.05626518462981e-12 0.00000000000000e+00 8.57210177355219e-19 4.19093439910941e-12 2.71868298458969e-11 3.95462743785975e-11 -7.64502576557656e-11 3.16111608570147e-07 1.43376965072611e-08 1.62629154845024e-03 2.15067942949925e-02 2.41574914342338e-01 3.13724833500915e+00 -3.14159265349109e+00 -3.14159265358841e+00 3.14159264817939e+00 3.14159265357386e+00 2.69226056687825e-18 4.18194737955553e-12 2.86002932178227e-11 1.33994945471216e-10 -2.49210650049207e-11 3.15980481476141e-07 1.43272522069505e-08 -1.45867549082849e-08 -7.35157383618206e-09 1.06935875065472e-05 1.57568912810403e-05 -4.30178260336666e-05 -8.53848275929890e-05 4.31217424892769e-05 8.52454426754487e-05
182 9.10629979890953e-12 0.00000000000000e+00 1.94729940357664e-18 4.12460826088330e-12 2.64020512693908e-11 3.23724315290880e-11 -7.41814423413702e-11 3.16312570803282e-07 1.43539241479889e-08 2.10177977284945e-03 2.20841069414492e-02 2.45248193302372e-01 3.13675026312078e+00 -3.14159265349109e+00 -3.14159265358841e+00 3.14159264817939e+00 3.14159265357386e+00 1.86846109988385e-18 4.11624901620232e-12 2.75514412371618e-11 1.15385854853724e-10 -1.45019154561018e-11 3.16143774726414e-07 1.43417940338883e-08 -1.50715934316740e-08 5.77209488969350e-09 1.06956690847799e-05 1.55230607371748e-05 -4.30178260301512e-05 -8.53848275917359e-05 4.31217424890278e-05 8.52454426737986e-05
183 9.15633441318926e-12 0.00000000000000e+00 3.28777818010164e-18 4.06071371412131e-12 2.56002079017736e-11 3.29849251998976e-11 -6.78345406361113e-11 3.16510635946462e-07 1.43756782059169e-08 1.92620314859452e-03 2.30581164976479e-02 2.48779323783227e-01 3.13603898216340e+00 -3.14159265349109e+00 -3.14159265358841e+00 3.14159264817939e+00 3.14159265357386e+00 2.79777297147109e-18 4.05331099012708e-12 2.65219787887805e-11 1.54604660504563e-10 -2.18167518804105e-12 3.16292108678200e-07 1.43596169633753e-08 -1.85317259984888e-08 2.12319602772209e-08 1.06985923006760e-05 1.52999013761984e-05 -4.30178260266363e-05 -8.53848275905324e-05 4.31217424887819e-05 8.19395120862610e-05
184 9.20636902746898e-12 0.00000000000000e+00 8.92166740655214e-18 3.99877324516003e-12 2.47175290262108e-11 1.27196366814398e-11 -6.83538307700215e-11 3.16718544895801e-07 1.43918224320520e-08 2.30794633774382e-03 2.33239471909732e-02 2.54168006261870e-01 3.13540325991478e+00 -3.14159265349109e+00 -3.14159265358841e+00 3.14159264817939e+00 3.14159265357386e+00 7.87851200804844e-18 3.99192651213482e-12 2.56075336239368e-11 1.94870934999749e-10 8.98382087238858e-12 3.16422074747581e-07 1.43823868148877e-08 -1.94904754359046e-08 3.49224911485214e-08 1.07019029334752e-05 1.50868982489462e-05 -4.30178260231187e-05 -8.06809285186730e-05 4.31217424885405e-05 8.19395120855084e-05
185 9.25640364174870e-12 0.00000000000000e+00 4.26155148317000e-18 3.94035890979512e-12 2.38834669605860e-11 -8.11630656694324e-11 -5.75789692357482e-11 3.16917215097961e-07 1.44060722155067e-08 2.67597738449643e-03 2.47279840435301e-02 2.60281947451468e-01 3.13464346462630e+00 -3.14159265349109e+00 -3.14159265358841e+00 3.14159264817939e+00 3.14159265357386e+00 1.49638209187005e-18 3.93389910704404e-12 2.50564239943028e-11 2.14271374111131e-10 1.30991284855530e-11 3.16552496653845e-07 1.44024608035945e-08 -1.96250107253932e-08 4.02759888651095e-08 1.07051051015883e-05 1.48766456584462e-05 -4.30178260196014e-05 -7.73406902431784e-05 4.31217424883022e-05 8.19395120847657e-05
186 9.30643825602842e-12 0.00000000000000e+00 5.87133920192963e-18 3.88279681478529e-12 2.31868307987727e-11 -1.53277641714220e-10 -4.90547533963178e-11 3.17139583531166e-07 1.44188506981723e-08 3.39430968191682e-03 2.58841386357724e-02 2.65623429039437e-01 3.13384338625838e+00 -3.14159265349109e+00 -3.14159265358841e+00 3.14159264817939e+00 3.14159265357386e+00 5.34076113358828e-18 3.87621723262922e-12 2.44742521645566e-11 2.49344029468617e-10 1.53870863278183e-11 3.16693111016179e-07 1.44201518893653e-08 -2.28250809931354e-08 4.56511361163283e-08 1.07101255273771e-05 1.46690905944438e-05 -4.30178260160834e-05 -7.73406902423419e-05 4.31217424880689e-05 8.19395120841410e-05
187 9.35647287030814e-12 0.00000000000000e+00 5.79780276123928e-18 3.82905341833944e-12 2.27713134358580e-11 -1.26359581220892e-10 -4.14729906631631e-11 3.17369720751223e-07 1.44342380335411e-08 3.23867718901211e-03 2.69254953406864e-02 2.72886049916600e-01 3.13329091220271e+00 -3.14159265349109e+00 -3.14159265358841e+00 3.14159264817939e+00 3.14159265357386e+00 4.50549775249502e-18 3.82227723227449e-12 2.35714509843657e-11 2.84090563244699e-10 2.02135994410827e-11 3.16826437947793e-07 1.44367567182297e-08 -2.47072347455162e-08 5.27419171903136e-08 1.07142402945919e-05 1.44702037975814e-05 -4.30178260125628e-05 -7.58147510627510e-05 4.31217424878386e-05 7.97902970115562e-05
188 9.40650748458787e-12 0.00000000000000e+00 1.00249754417382e-17 3.77733966460330e-12 2.17955598267647e-11 -1.58407099638593e-10 -3.34427721645115e-11 3.17601941887843e-07 1.44543961244256e-08 3.62083196678090e-03 2.79881715871648e-02 2.79566169371699e-01 3.13288027663623e+00 -3.14159265349109e+00 -3.14159265358841e+00 3.14159264817939e+00 3.14159265357386e+00 6.32794052668949e-18 3.76974687868862e-12 2.26714700106406e-11 2.94209978626117e-10 2.78904697495774e-11 3.16964805691523e-07 1.44554819511458e-08 -2.59474152001460e-08 6.06380723421688e-08 1.07189247981698e-05 1.42763877599106e-05 -4.30178260090429e-05 -7.52312045015467e-05 4.31217424876114e-05 7.59928275895952e-05
189 9.45654209886759e-12 0.00000000000000e+00 9.91376961325946e-18 3.72709388300311e-12 2.15822623557556e-11 -1.68846348199211e-10 -2.55559546731262e-11 3.17831190924496e-07 1.44716214706179e-08 3.59927847706386e-03 2.90239391977826e-02 2.87133730357518e-01 3.13258243287622e+00 -3.14159265349109e+00 -3.14159265358841e+00 3.14159264817939e+00 3.14159265357386e+00 1.12348351458946e-17 3.71967136017352e-12 2.23312015492317e-11 3.09548722836295e-10 3.04018201057175e-11 3.17107120975711e-07 1.44770301359349e-08 -2.60763773352306e-08 6.45145153424983e-08 1.07237229137228e-05 1.40919326204036e-05 -4.30178260055199e-05 -7.20225157100870e-05 4.31217424873884e-05 7.40600388348870e-05
190 9.50657671314731e-12 0.00000000000000e+00 1.11393963127929e-17 3.67808926771739e-12 2.07716682659675e-11 -1.88368333809805e-10 -1.84895889738163e-11 3.18091842687555e-07 1.44886716822284e-08 3.73532105108292e-03 2.99599764276212e-02 2.95720815672169e-01 3.13252079906888e+00 -3.14159265349109e+00 -3.14159265357947e+00 3.14159264817939e+00 3.14159265357386e+00 7.07034206457761e-18 3.67073440691643e-12 2.15222091214581e-11 2.69257471027218e-10 3.87196622950063e-11 3.17254432993726e-07 1.44949697744551e-08 -2.19447185960976e-08 7.31074828034024e-08 1.07289645933165e-05 1.39098462069266e-05 -4.30178260019962e-05 -7.20225157096744e-05 4.31217424871670e-05 7.40600388346075e-05
191 9.55661132742703e-12 0.00000000000000e+00 7.92264302599026e-18 3.63144895074117e-12 2.03413059586791e-11 -2.33466391474209e-10 -1.12253684339553e-11 3.18343244825924e-07 1.45065504363394e-08 4.05791347699608e-03 3.09020258498809e-02 3.05447938432178e-01 3.13273191959332e+00 -3.14159265349109e+00 -3.14159265357947e+00 3.14159264817939e+00 3.14159265357386e+00 1.59390326830247e-18 3.62426945670730e-12 2.07892769583356e-11 2.93747051532391e-10 4.59623379269274e-11 3.17379238933244e-07 1.45157095779889e-08 -2.37407688286543e-08 7.97716954829920e-08 1.07330051047296e-05 1.37356652175898e-05 -4.30178259984718e-05 -7.20225157091837e-05 4.31217424869501e-05 6.94353104895283e-05
192 9.60664594170675e-12 0.00000000000000e+00 1.01214594221640e-17 3.58620700787846e-12 1.97583594082196e-11 -2.03523718902575e-10 -5.96337156554437e-12 3.18629099141572e-07 1.45245470652577e-08 3.85836173197205e-03 3.16270957202447e-02 3.14078539128263e-01 3.13313044023214e+00 -3.14159265349109e+00 -3.14159265357947e+00 3.14159264817939e+00 3.14159265357386e+00 1.03806691703621e-17 3.57934701623285e-12 2.04906628643160e-11 2.30325267087917e-10 4.82367729538662e-11 3.17509052841231e-07 1.45319263395052e-08 -1.79468472172867e-08 8.20654604733466e-08 1.07376038502837e-05 1.35647962139381e-05 -4.30178259949441e-05 -7.20225157087586e-05 4.31217424867356e-05 6.79506566959116e-05
193 9.65668055598648e-12 0.00000000000000e+00 9.64269779252013e-18 3.54218438174210e-12 1.94822040358740e-11 -1.64237571220229e-10 2.00460408273369e-12 3.18924033787419e-07 1.45449861218243e-08 3.58884576717458e-03 3.26133195747696e-02 3.25197553529062e-01 3.13389922916265e+00 -3.14159265349109e+00 -3.14159265357947e+00 3.14159264817939e+00 3.14159265357386e+00 9.37113950737572e-18 3.53609589417796e-12 1.99782162716975e-11 2.00310216042617e-10 5.60611760659617e-11 3.17629449671426e-07 1.45506589233461e-08 -1.53503359347145e-08 8.91613768181489e-08 1.07422384600042e-05 1.34009694465166e-05 -4.30178259914173e-05 -7.20225157082752e-05 4.31217424865240e-05 6.79506566955537e-05
194 9.70671517026620e-12 0.00000000000000e+00 9.51684149481345e-18 3.49943702176337e-12 1.88972030353347e-11 -2.55609534730241e-10 7.36153238451993e-12 3.19253630111461e-07 1.45622356192749e-08 4.20931654381462e-03 3.33189968285144e-02 3.36233616673191e-01 3.13486470605358e+00 -3.14159265349109e+00 -3.14159265357947e+00 3.14159264817939e+00 3.14159265357386e+00 1.14645422138005e-17 3.49466819644615e-12 1.93950834341391e-11 1.65698329414867e-10 6.31806169804722e-11 3.17746192225594e-07 1.45728706821965e-08 -1.07293469873476e-08 9.64153451553306e-08 1.07474563347182e-05 1.32433199615544e-05 -4.30178259878864e-05 -7.20225157079419e-05 4.31217424863153e-05 6.72503056575017e-05
195 9.75674978454592e-12 0.00000000000000e+00 9.35295972874581e-18 3.45932063754783e-12 1.83151631344847e-11 -2.91588233265840e-10 1.43099440432919e-11 3.19583247451759e-07 1.45829328421681e-08 4.56792863971599e-03 3.41821361007190e-02 3.48404470423295e-01 3.13583068354355e+00 -3.14159265349109e+00 -3.14159265357947e+00 3.14159264817939e+00 3.14159265357386e+00 5.53752848014480e-18 3.45468913924823e-12 1.88456379387884e-11 1.42943335461005e-10 7.46183302367070e-11 3.17861507309653e-07 1.45946980291687e-08 -9.44154304515244e-09 1.07110775752344e-07 1.07525136360564e-05 1.30882194190086e-05 -4.30178259843550e-05 -6.69703317418774e-05 4.31217424861082e-05 6.67122926474053e-05
196 9.80678439882564e-12 0.00000000000000e+00 4.97425996838419e-18 3.42001492897215e-12 1.78727860973799e-11 -2.41394210302811e-10 2.33094751584034e-11 3.19955299797406e-07 1.45988843793045e-08 4.13394729994215e-03 3.52435882208110e-02 3.61048000013135e-01 3.13662593066783e+00 -3.14159265349109e+00 -3.14159265357947e+00 3.14159264817939e+00 3.14159265357386e+00 1.50016835924955e-17 3.41498243037868e-12 1.83690040076239e-11 1.46440998417477e-10 8.17243020422120e-11 3.18005685066459e-07 1.46134673564204e-08 -8.64770071662484e-09 1.14053500753667e-07 1.07587457095628e-05 1.29377086520269e-05 -4.30178259808226e-05 -6.69703317411474e-05 4.31217424859052e-05 6.53717239700041e-05
197 9.85681901310536e-12 0.00000000000000e+00 7.57783229207180e-18 3.38253741106700e-12 1.77828008827921e-11 -2.37288332747202e-10 3.17181893858627e-11 3.20337104563344e-07 1.46134513136548e-08 4.04489612897129e-03 3.62308555277191e-02 3.75252657362765e-01 3.13718997098854e+00 -3.14159265349109e+00 -3.14159265357947e+00 3.14159264817939e+00 3.14159265357386e+00 8.79008227136965e-18 3.37767806354993e-12 1.80906425729662e-11 2.24566183605158e-10 8.40804656273613e-11 3.18142706448765e-07 1.46312349337226e-08 -1.52107975899827e-08 1.15997124547938e-07 1.07636513148846e-05 1.27893664127030e-05 -4.30178259772862e-05 -6.24769775890612e-05 4.31217424857034e-05 6.53717239695865e-05
198 9.90685362738509e-12 0.00000000000000e+00 1.00946225584564e-17 3.34598990425411e-12 1.74472000817137e-11 -2.33072391820746e-10 3.42556167707464e-11 3.20739285352059e-07 1.46267013909079e-08 4.37209071602824e-03 3.66024090177538e-02 3.89720912084411e-01 3.13752066037456e+00 -3.14159265349109e+00 -3.14159265357947e+00 3.14159264817939e+00 3.14159265357386e+00 1.45922324477036e-17 3.34088278030540e-12 1.77986557513048e-11 2.22122977797808e-10 9.01746652475291e-11 3.18287371992082e-07 1.46475948173228e-08 -1.42397156235520e-08 1.21369894810166e-07 1.07688993034064e-05 1.26429042285759e-05 -4.30178259737507e-05 -6.21096594356647e-05 4.31217424855039e-05 6.30277114191075e-05
199 9.95688824166481e-12 0.00000000000000e+00 9.31509707539600e-18 3.31203145355004e-12 1.72243403639026e-11 -2.02113821501416e-10 4.12426075427906e-11 3.21152844817159e-07 1.46438417613702e-08 4.26398544373971e-03 3.74232791623600e-02 4.05100861249283e-01 3.13767932214647e+00 -3.14159265349109e+00 -3.14159265357947e+00 3.14159264817939e+00 3.14159265357386e+00 1.58296041581101e-17 3.30569309616877e-12 1.73955073782629e-11 2.50731599758379e-10 9.96467993418495e-11 3.18438866714065e-07 1.46594772966552e-08 -1.70313550389503e-08 1.28994893737549e-07 1.07735466886317e-05 1.24960975587703e-05 -4.30178259702114e-05 -6.17663189397928e-05 4.31217424853082e-05 6.20896449810154e-05
200 1.00069228559445e-11 0.00000000000000e+00 1.61899935912945e-17 3.27955604181321e-12 1.69512181023721e-11 -1.97853915822778e-10 5.07103986629231e-11 3.21583451877305e-07 1.46617698644503e-08 4.34245414462720e-03 3.84791859475958e-02 4.22995303575649e-01 3.13738880110425e+00 -3.14159265349109e+00 -3.14159265357947e+00 3.14159264817939e+00 3.14159265357386e+00 1.15364224060086e-17 3.27224405231749e-12 1.70078208389405e-11 2.45045656151875e-10 1.05971223650845e-10 3.18558469609775e-07 1.46745139216338e-08 -1.69295162073484e-08 1.33488661607983e-07 1.07779037963296e-05 1.23555043649366e-05 -4.30178259666723e-05 -6.17663189391488e-05 4.31217424851140e-05 5.94175653055672e-05
201 1.00569574702243e-11 0.00000000000000e+00 1.29173564026567e-17 3.24813098912311e-12 1.68973204619623e-11 -1.91073981622622e-10 5.74159531342855e-11 3.22033404016430e-07 1.46804876654230e-08 3.90743953078374e-03 3.92407895134559e-02 4.41969202133471e-01 3.13685571882610e+00 -3.14159265349109e+00 -3.14159265357947e+00 3.14159264817939e+00 3.14159265357386e+00 2.14898138660104e-17 3.23994183114677e-12 1.69874687574840e-11 2.45386014997357e-10 1.16350055100897e-10 3.18689984365968e-07 1.46892255935979e-08 -1.73047113882630e-08 1.42138086943952e-07 1.07821904877184e-05 1.22180186803684e-05 -4.30178259631322e-05 -5.99006362788737e-05 4.31217424849238e-05 5.90590703663232e-05
202 1.01069920845040e-11 0.00000000000000e+00 1.04733976888755e-17 3.21690917916352e-12 1.65308764581826e-11 -2.12937494572463e-10 6.85879950509268e-11 3.22528815031414e-07 1.46971792041963e-08 4.02470449732332e-03 4.04443179971526e-02 4.62480521738430e-01 3.13625555601392e+00 -3.14159265349109e+00 -3.14159265357947e+00 3.14159264817939e+00 3.14159265357386e+00 1.77185844010305e-17 3.20864532883158e-12 1.69294896438309e-11 2.18360570605217e-10 1.27248668321695e-10 3.18810816964280e-07 1.47063865669384e-08 -1.48496041531196e-08 1.50632341531809e-07 1.07862762558013e-05 1.20865891780345e-05 -4.30178259595887e-05 -5.99006362785379e-05 4.31217424847349e-05 5.75967643470272e-05
203 1.01570266987837e-11 0.00000000000000e+00 1.64512708802994e-17 3.18676706854428e-12 1.63670604499662e-11 -2.53603519573546e-10 7.25337696000562e-11 3.23025325536723e-07 1.47142398367762e-08 4.07317529128097e-03 4.09090680846228e-02 4.84282281297117e-01 3.13536086523696e+00 -3.14159265349109e+00 -3.14159265357947e+00 3.14159264817939e+00 3.14159265357386e+00 1.30738304866307e-17 3.17827261170011e-12 1.67616802112134e-11 2.24308609794943e-10 1.32096615944448e-10 3.18940896399561e-07 1.47199517960297e-08 -1.52957330028337e-08 1.53773030081064e-07 1.07896032539283e-05 1.19542263696502e-05 -4.30178259560462e-05 -5.67009376794073e-05 4.31217424845484e-05 5.71862870573908e-05
204 1.02070613130634e-11 0.00000000000000e+00 4.37279629252331e-18 3.15744754091929e-12 1.62943314618024e-11 -2.42688247571245e-10 7.19853891763900e-11 3.23537104590137e-07 1.47296595794932e-08 4.18942342421939e-03 4.08907866190943e-02 5.06759367216548e-01 3.13451225267301e+00 -3.14159265349109e+00 -3.14159265357947e+00 3.14159264817939e+00 3.14159265357386e+00 1.83485026140431e-17 3.14931922623890e-12 1.66595822109004e-11 2.41790315021528e-10 1.39533132769550e-10 3.19029245386119e-07 1.47370815461032e-08 -1.66646088131139e-08 1.59190261817286e-07 1.07925284371615e-05 1.18275426289929e-05 -4.30178259525002e-05 -5.63654270213502e-05 4.31217424843649e-05 5.54383667190147e-05
205 1.02570959273431e-11 0.00000000000000e+00 2.89730142845250e-17 3.12929367395747e-12 1.60763652009145e-11 -2.77857715071656e-10 7.68071608048297e-11 3.24093037929301e-07 1.47465792483445e-08 4.54401755199022e-03 4.14382343646454e-02 5.29841724547561e-01 3.13353439766380e+00 -3.14159265349109e+00 -3.14159265357947e+00 3.14159264817939e+00 3.14159265357386e+00 2.01935880214199e-17 3.12128967802229e-12 1.65396152425919e-11 2.15319909918325e-10 1.45503884028065e-10 3.19122058988666e-07 1.47549594123141e-08 -1.53870781821686e-08 1.64050156089251e-07 1.07969289657963e-05 1.17034176901963e-05 -4.30178259489549e-05 -5.63654270209831e-05 4.31217424841825e-05 5.48684445511387e-05
206 1.03071305416229e-11 0.00000000000000e+00 1.31603041637635e-17 3.10217978421364e-12 1.58794763802709e-11 -2.73970668426826e-10 7.64964361666673e-11 3.24711234223365e-07 1.47627243606500e-08 4.73833537442706e-03 4.14267241172272e-02 5.52295554729913e-01 3.13256905905846e+00 -3.14159265349109e+00 -3.14159265357947e+00 3.14159264817939e+00 3.14159265357386e+00 1.73831119754986e-17 3.09411420167702e-12 1.63197838907434e-11 2.82584217202632e-10 1.54081650572814e-10 3.19203807208782e-07 1.47749391488035e-08 -2.10752342520722e-08 1.69304065755329e-07 1.08017524379086e-05 1.15851121418501e-05 -4.30178259454082e-05 -5.53289880672262e-05 4.31217424840038e-05 5.45094588427207e-05
207 1.03571651559026e-11 0.00000000000000e+00 1.75538420473628e-17 3.07675225258678e-12 1.56436855921291e-11 -3.34028099244139e-10 8.04843601597631e-11 3.25385672437637e-07 1.47775670196147e-08 5.16803420813192e-03 4.18930801392090e-02 5.73916181339172e-01 3.13181530912961e+00 -3.14159265349109e+00 -3.14159265357947e+00 3.14159264817939e+00 3.14159265357386e+00 9.46384239829103e-18 3.06836856368506e-12 1.60807701334138e-11 2.29508144984495e-10 1.61455028148533e-10 3.19313478717707e-07 1.47925018488112e-08 -1.96089761259311e-08 1.74470704503104e-07 1.08072502080783e-05 1.14695218642399e-05 -4.30178259418588e-05 -5.40488652309403e-05 4.31217424838259e-05 5.45094588425448e-05
208 1.04071997701823e-11 0.00000000000000e+00 1.18752138634603e-17 3.05214376129937e-12 1.55138014571971e-11 -3.36706953422165e-10 8.83262461239569e-11 3.26083402828033e-07 1.47922190042186e-08 5.44900838255815e-03 4.27424656638510e-02 5.97445808533463e-01 3.13121285457088e+00 -3.14159265349109e+00 -3.14159265357947e+00 3.14159264817939e+00 3.14159265357386e+00 1.69202483622536e-18 3.04333650906220e-12 1.58782743259040e-11 2.48748217866601e-10 1.66850738838800e-10 3.19413006736135e-07 1.48076590949284e-08 -1.94517371280604e-08 1.77844827227864e-07 1.08128591440418e-05 1.13541912327286e-05 -4.30178259383106e-05 -5.36085238779722e-05 4.31217424836503e-05 5.26172330327902e-05
209 1.04572343844620e-11 0.00000000000000e+00 6.18597528342875e-18 3.02846652306779e-12 1.54191189070554e-11 -3.59184848763469e-10 9.89649199365694e-11 3.26812085688081e-07 1.48132645359997e-08 5.74288795009226e-03 4.38777899184960e-02 6.21403076913931e-01 3.13083320308365e+00 -3.14159265349109e+00 -3.14159265357947e+00 3.14159264817939e+00 3.14159265357386e+00 6.13738542380433e-18 3.01925977983700e-12 1.57292083338102e-11 2.06189973774025e-10 1.73872545821197e-10 3.19519530582348e-07 1.48273489399369e-08 -1.54567922578576e-08 1.81894030890664e-07 1.08185869473641e-05 1.12437959018972e-05 -4.30178259347594e-05 -5.22970401683055e-05 4.31217424834777e-05 5.21421104457475e-05
210 1.05072689987418e-11 0.00000000000000e+00 1.56224357197506e-17 3.00585785721674e-12 1.52745687261240e-11 -3.15655923314257e-10 1.03517397255462e-10 3.27577393898715e-07 1.48318915146556e-08 5.35922625612582e-03 4.43155438835790e-02 6.46247688730469e-01 3.13066236298005e+00 -3.14159265349109e+00 -3.14159265357947e+00 3.14159264817939e+00 3.14159265357386e+00 1.41350344511843e-17 2.99638815352606e-12 1.55338411150198e-11 1.75128962231005e-10 1.85296365059531e-10 3.19610242704340e-07 1.48484968442996e-08 -1.39512169942184e-08 1.89840346933230e-07 1.08233466932357e-05 1.11369716738183e-05 -4.30178259312084e-05 -5.16173076779481e-05 4.31217424833057e-05 5.21421104453352e-05
211 1.05573036130215e-11 0.00000000000000e+00 1.08747746557880e-17 2.98382344319415e-12 1.50671421931827e-11 -3.46758967086342e-10 1.07262545823347e-10 3.28377759481591e-07 1.48468813006646e-08 5.60983718340379e-03 4.47322189998737e-02 6.73135839464165e-01 3.13094824481340e+00 -3.14159265349109e+00 -3.14159265357947e+00 3.14159264817939e+00 3.14159265357386e+00 9.20763427402333e-18 2.97482728971585e-12 1.51906075083600e-11 1.47028811149371e-10 1.94557706362915e-10 3.19690072169746e-07 1.48698048756386e-08 -1.34465558249995e-08 1.94618510802513e-07 1.08286013657493e-05 1.10337354355018e-05 -4.30178259276567e-05 -5.16173076774752e-05 4.31217424831374e-05 5.11566508068825e-05
212 1.06073382273012e-11 0.00000000000000e+00 2.47237930286764e-17 2.96346630313242e-12 1.49992114419287e-11 -3.94137626339376e-10 1.10973274952105e-10 3.29200130189087e-07 1.48671322654722e-08 5.85511761386459e-03 4.50858000977065e-02 6.99296221401146e-01 3.13147468002929e+00 -3.14159265349109e+00 -3.14159265357947e+00 3.14159264817939e+00 3.14159265357386e+00 1.89981153279315e-17 2.95412631339978e-12 1.51443806134856e-11 8.93202488115583e-11 2.01857873720697e-10 3.19775787201673e-07 1.48900983331195e-08 -8.74302104167837e-09 1.98008560021491e-07 1.08347539189181e-05 1.09331231035400e-05 -4.30178259241019e-05 -5.09494117965167e-05 4.31217424829691e-05 4.88983041277375e-05
213 1.06573728415809e-11 0.00000000000000e+00 3.10561177959091e-17 2.94319107652260e-12 1.47631598722222e-11 -3.78108668619747e-10 1.19540848512188e-10 3.30103206600642e-07 1.48885154151864e-08 5.73925360923408e-03 4.60493288245758e-02 7.25351178967203e-01 3.13244525345133e+00 -3.14159265349109e+00 -3.14159265357947e+00 3.14159264817939e+00 3.14159265357386e+00 2.04425983924176e-17 2.93418870473187e-12 1.49999183758803e-11 8.80444648340302e-11 2.07867965480886e-10 3.19868820767853e-07 1.49112526446586e-08 -9.80959111557277e-09 1.99968886883602e-07 1.08407119220773e-05 1.08348425567816e-05 -4.30178259205511e-05 -5.02843175934269e-05 4.31217424828022e-05 4.86725991129390e-05
214 1.07074074558606e-11 0.00000000000000e+00 1.85553145551476e-17 2.92442111705699e-12 1.45839589314236e-11 -4.05991572896233e-10 1.27075950718997e-10 3.31033813587802e-07 1.49091417865477e-08 5.70717384169783e-03 4.68037835951051e-02 7.51054290407887e-01 3.13380848227565e+00 -3.14159265349109e+00 -3.14159265357947e+00 3.14159264817939e+00 3.14159265357386e+00 2.23782793364524e-17 2.91542837336569e-12 1.47339815393265e-11 8.62182612638099e-11 2.19149641897201e-10 3.19974201774799e-07 1.49306145139705e-08 -1.00666187106349e-08 2.06672010552392e-07 1.08462705904155e-05 1.07391685238135e-05 -4.30178259170063e-05 -5.02843175932894e-05 4.31217424826372e-05 4.86725991128204e-05
