#[0]step() [1]time(s) [2]dL_dt(m^-2*s^-1) [3]chimin_beam_e() [4]chiave_beam_e() [5]chimax_beam_e() [6]x_ave_beam_e(m) [7]y_ave_beam_e(m) [8]x_std_beam_e(m) [9]y_std_beam_e(m) [10]thetax_ave_beam_e(rad) [11]thetay_ave_beam_e(rad) [12]thetax_std_beam_e(rad) [13]thetay_std_beam_e(rad) [14]thetax_min_beam_e(rad) [15]thetay_min_beam_e(rad) [16]thetax_max_beam_e(rad) [17]thetay_max_beam_e(rad) [18]chimin_beam_p() [19]chiave_beam_p() [20]chimax_beam_p() [21]x_ave_beam_p(m) [22]y_ave_beam_p(m) [23]x_std_beam_p(m) [24]y_std_beam_p(m) [25]thetax_ave_beam_p(rad) [26]thetay_ave_beam_p(rad) [27]thetax_std_beam_p(rad) [28]thetay_std_beam_p(rad) [29]thetax_min_beam_p(rad) [30]thetay_min_beam_p(rad) [31]thetax_max_beam_p(rad) [32]thetay_max_beam_p(rad)
67 3.35231915674143e-12 6.00360120469541e+44 5.86962524390516e-17 1.44113937671496e-03 6.28608352285702e-02 -1.61710367742082e-11 -8.18752431592435e-13 3.10438495309742e-07 7.38704253729997e-09 -8.06296039756653e-03 8.72777758006118e-06 1.36242507555920e+00 3.14158723254426e+00 -3.14159265358979e+00 -3.14159265358979e+00 3.14159265358979e+00 3.14159265358979e+00 4.30276621254991e-17 1.44118213225403e-03 6.32947772226825e-02 2.28220992325786e-11 -5.70210060821364e-13 3.10439325099188e-07 7.38636913195715e-09 3.34269105754430e-11 -4.85343010980036e-10 5.05678687966961e-07 1.26700116419884e-05 -2.67182190882317e-05 -2.49627303904168e-04 2.70574500824686e-05 2.47925328700307e-04
68 3.40235377102115e-12 7.32692841708186e+44 4.88787427994352e-17 1.66165979369810e-03 6.38359041786496e-02 -1.61712753345980e-11 -8.15000681553587e-13 3.10437871004412e-07 7.33133406539407e-09 -4.92414280596668e-03 -1.85689592916993e-04 1.22154266301519e+00 3.14158592277519e+00 -3.14159265358979e+00 -3.14159265358979e+00 3.14159265358979e+00 3.14159265358979e+00 6.68225576634387e-17 1.66131306699337e-03 6.37738285295709e-02 2.28226092580927e-11 -5.79022961824127e-13 3.10438663200360e-07 7.33065928978252e-09 3.40017009403293e-11 -5.87526733086773e-10 5.71827554371031e-07 1.41714685566013e-05 -2.74265255990444e-05 -2.55935947781740e-04 2.77924197094655e-05 2.51155185583374e-04
69 3.45238838530088e-12 8.95587070168247e+44 6.13039102313954e-17 1.89939066280795e-03 6.42324004932742e-02 -1.61715501745944e-11 -8.11195190971909e-13 3.10437085541583e-07 7.26832025816582e-09 -1.08937800840289e-02 -3.30279214911332e-04 1.10149890944127e+00 3.14158482056055e+00 -3.14159265358979e+00 -3.14159265358979e+00 3.14159265358979e+00 3.14159265358979e+00 6.64469987724072e-17 1.89895548202573e-03 6.41449990939875e-02 2.28231518794794e-11 -5.89550992925075e-13 3.10437898962183e-07 7.26764498037257e-09 3.61747590630758e-11 -7.01868739936695e-10 6.44832941226616e-07 1.58161255712040e-05 -2.80408558950431e-05 -2.56646296312811e-04 2.84138539712843e-05 2.57603644531846e-04
70 3.50242299958060e-12 1.09462761577720e+45 8.89683871815936e-17 2.15116161265469e-03 6.47616366978701e-02 -1.61717912533924e-11 -8.08243147649266e-13 3.10436191172143e-07 7.19796180669563e-09 -8.34135816379682e-03 -5.14103284240277e-04 9.42186825718830e-01 3.14158355069010e+00 -3.14159265358979e+00 -3.14159265358979e+00 3.14159265358979e+00 3.14159265358979e+00 4.06422012330221e-17 2.15083448308760e-03 6.47264319353256e-02 2.28237311453303e-11 -6.01708492893492e-13 3.10436995105989e-07 7.19728744636740e-09 3.86177227614672e-11 -8.10499998156967e-10 7.25357839512067e-07 1.75653304145719e-05 -2.86337420723715e-05 -2.64010256472547e-04 2.89991207265660e-05 2.75628848839747e-04
71 3.55245761386032e-12 1.33240314775983e+45 2.74315318155834e-17 2.41768409900268e-03 6.53118858327020e-02 -1.61721334149724e-11 -8.06989596363384e-13 3.10435133003373e-07 7.12018299395188e-09 -1.10485177870996e-02 -2.81946308937196e-04 7.99845488690954e-01 3.14158272326909e+00 -3.14159265358979e+00 -3.14159265358979e+00 3.14159265358979e+00 3.14159265358979e+00 7.94564820654617e-17 2.41767630589257e-03 6.50208430777090e-02 2.28244021772667e-11 -6.14259396951520e-13 3.10435904352223e-07 7.11950859466517e-09 4.47354611271507e-11 -8.36726937899393e-10 8.13637487209745e-07 1.94253354809910e-05 -2.91492527226608e-05 -2.67153060057010e-04 2.95034077269070e-05 2.74010694366393e-04
72 3.60249222814005e-12 1.60247853390788e+45 2.21132681679916e-17 2.72012094145152e-03 6.55063816752693e-02 -1.61723543701896e-11 -8.08494887238903e-13 3.10433796293800e-07 7.03540291816055e-09 -8.93409511005181e-03 -4.65896398827877e-04 6.62869884865453e-01 3.14158187011753e+00 -3.14159265358979e+00 -3.14159265358979e+00 3.14159265358979e+00 3.14159265358979e+00 2.00142432472515e-16 2.72008403473928e-03 6.55270237155307e-02 2.28250230880617e-11 -6.26737690028183e-13 3.10434660045161e-07 7.03472416300352e-09 4.13940549337299e-11 -8.31886206036364e-10 9.10135895998713e-07 2.13141908764297e-05 -2.95323459063899e-05 -2.77202505934939e-04 2.99423752988654e-05 2.70888058414918e-04
73 3.65252684241977e-12 1.88917673915744e+45 4.81863108984641e-17 3.08543163841510e-03 6.58989145278989e-02 -1.61725497003598e-11 -8.14653111476295e-13 3.10432347971222e-07 6.94384737552659e-09 -1.07744121094043e-02 -4.50269375512051e-04 5.62758309125420e-01 3.14157958293882e+00 -3.14159265358979e+00 -3.14159265358979e+00 3.14159265358979e+00 3.14159265358979e+00 5.67373027191015e-17 3.08642055058610e-03 6.59537016931118e-02 2.28256072065551e-11 -6.36963835916371e-13 3.10433133268316e-07 6.94316038596467e-09 3.89412314686816e-11 -6.81743059974368e-10 1.01529186773976e-06 2.31947618801377e-05 -2.99104349457111e-05 -2.85025014301716e-04 3.03079788470054e-05 2.76169840455339e-04
74 3.70256145669949e-12 2.17524840413151e+45 4.08291277224431e-17 3.51826894257042e-03 6.61788934869276e-02 -1.61726291084685e-11 -8.27722246314938e-13 3.10430485803362e-07 6.84603380943852e-09 -8.53425547310343e-03 -3.11530734724284e-04 5.46999656739032e-01 3.14157683138461e+00 -3.14159265358979e+00 -3.14159265358979e+00 3.14159265358979e+00 3.14159265358979e+00 3.35916630774610e-17 3.51908994331902e-03 6.60843306760095e-02 2.28260688460301e-11 -6.43352327404761e-13 3.10431336333577e-07 6.84533387907344e-09 3.07759643896043e-11 -4.25899432344986e-10 1.13011267024133e-06 2.49590475788562e-05 -3.02760470280890e-05 -2.86911917806239e-04 3.06063223502904e-05 2.89225320335984e-04
75 3.75259607097921e-12 2.45535367775942e+45 1.20017351687992e-17 4.00257915639306e-03 6.64702278938143e-02 -1.61726380900688e-11 -8.50504567647465e-13 3.10428392734365e-07 6.74183007144803e-09 -9.97927117380301e-03 1.78393220909337e-04 5.72406048002270e-01 3.14157486103620e+00 -3.14159265358979e+00 -3.14159265358979e+00 3.14159265358979e+00 3.14159265358979e+00 2.64259101556287e-16 4.00276647326880e-03 6.63049958189431e-02 2.28264434416981e-11 -6.42036497164488e-13 3.10429262624670e-07 6.74111217438277e-09 2.49730464533393e-11 8.77220188472535e-11 1.25344060116394e-06 2.65934627114114e-05 -3.05644449847512e-05 -2.95426501059103e-04 3.08997225619242e-05 2.91435886814294e-04
76 3.80263068525894e-12 2.73672880888818e+45 7.98447876946400e-17 4.51984930587192e-03 6.66007012732032e-02 -1.61724542023189e-11 -8.82875016018592e-13 3.10425892491587e-07 6.63115460537443e-09 -7.61311472707136e-03 -3.47086047430849e-04 5.59098198504259e-01 3.14157490599890e+00 -3.14159265358979e+00 -3.14159265358979e+00 3.14159265358979e+00 3.14159265358979e+00 9.36611735667670e-17 4.51920999939175e-03 6.65880015545452e-02 2.28267751990418e-11 -6.34984366843129e-13 3.10426851444485e-07 6.63041798945793e-09 2.21171564092351e-11 4.70142027268177e-10 1.38590117741545e-06 2.80820223627069e-05 -3.08225016810758e-05 -2.97757598467374e-04 3.10991743236080e-05 3.05354886121849e-04
77 3.85266529953866e-12 3.03842858944640e+45 9.05020756651373e-17 5.05129398297892e-03 6.69621105988331e-02 -1.61722879006132e-11 -9.20816104422674e-13 3.10423092931629e-07 6.51311519488294e-09 -9.65395487563360e-03 -1.92675473222655e-03 5.59300951625109e-01 3.14157143217541e+00 -3.14159265358979e+00 -3.14159265358979e+00 3.14159265358979e+00 3.14159265358979e+00 1.77580501336271e-17 5.05013109186662e-03 6.66968483937034e-02 2.28271236636602e-11 -6.23433541297982e-13 3.10423966373658e-07 6.51236503507322e-09 2.32309726345799e-11 7.70055044378251e-10 1.52843852311624e-06 2.95128565576287e-05 -3.10301918944944e-05 -3.08937724608534e-04 3.12908308274623e-05 3.12795786327400e-04
78 3.90269991381838e-12 3.38099972076183e+45 8.72324610107889e-17 5.57933124086235e-03 6.70093525195125e-02 -1.61719633130777e-11 -9.58255940972208e-13 3.10419757497675e-07 6.38726156921759e-09 -7.60893190563762e-03 -2.77771610050165e-03 5.24682263125719e-01 3.14157056149277e+00 -3.14159265358979e+00 -3.14159265358979e+00 3.14159265358979e+00 3.14159265358979e+00 5.80803555250299e-17 5.57734713090395e-03 6.70819547489734e-02 2.28273885129336e-11 -6.13467646210758e-13 3.10420723056033e-07 6.38651402396830e-09 1.76566195038494e-11 6.64393013414575e-10 1.68086444603118e-06 3.09574778878304e-05 -3.12757300412958e-05 -3.28352924515769e-04 3.14468830887398e-05 3.19509912815107e-04
79 3.95273452809811e-12 3.78787048013470e+45 5.87360451575967e-17 6.07670919766472e-03 6.74253787123278e-02 -1.61717282088515e-11 -9.86877620744190e-13 3.10415957310463e-07 6.25278443606591e-09 -8.41404629429746e-03 -2.09621423935676e-03 5.06075244278765e-01 3.14157007938990e+00 -3.14159265358979e+00 -3.14159265358979e+00 3.14159265358979e+00 3.14159265358979e+00 3.81166240084811e-17 6.07384226763157e-03 6.74001874420032e-02 2.28277357663018e-11 -6.11033887436102e-13 3.10416974996194e-07 6.25205777348321e-09 2.31502241059551e-11 1.62250590194297e-10 1.84282406667587e-06 3.25326972731234e-05 -3.14912711616098e-05 -3.19508804309532e-04 3.15797274611130e-05 3.35248015418137e-04
80 4.00276914237783e-12 4.27174896350627e+45 1.09918503528211e-16 6.53201390698164e-03 6.77003274113057e-02 -1.61712266101529e-11 -9.97948435385070e-13 3.10411719533913e-07 6.11019589896881e-09 -6.26528388534764e-03 -1.08176901724545e-03 4.56871982697159e-01 3.14156995464165e+00 -3.14159265358979e+00 -3.14159265358979e+00 3.14159265358979e+00 3.14159265358979e+00 3.96026407693961e-17 6.53010723383901e-03 6.76850217404023e-02 2.28280184742536e-11 -6.21762872054185e-13 3.10412709078564e-07 6.10950856905474e-09 1.88471971938492e-11 -7.15265637745501e-10 2.01529005365853e-06 3.42764315039053e-05 -3.16730027141704e-05 -3.22528464331019e-04 3.17136284424407e-05 3.22225247615298e-04
81 4.05280375665755e-12 4.82820363021478e+45 3.94700906934502e-17 7.01097880704820e-03 6.78432973283667e-02 -1.61709944912847e-11 -9.82291239558372e-13 3.10406817832938e-07 5.96023913751732e-09 -7.48720622973311e-03 -7.91142676321176e-04 4.31601527681804e-01 3.14156951832256e+00 -3.14159265358979e+00 -3.14159265358979e+00 3.14159265358979e+00 3.14159265358979e+00 3.97756222427182e-17 7.00805512062181e-03 6.80245667970687e-02 2.28286070245014e-11 -6.54691681978027e-13 3.10407888148441e-07 5.95959673660168e-09 3.92366826686666e-11 -2.19525399407822e-09 2.19752781007939e-06 3.62094775925020e-05 -3.18155392889313e-05 -3.29157379175421e-04 3.18393851930078e-05 3.40430654422494e-04
82 4.10283837093727e-12 5.41732328215276e+45 7.09654376362994e-17 7.54981373884482e-03 6.79979156502177e-02 -1.61707986581572e-11 -9.36915850765200e-13 3.10401353096227e-07 5.80549156465277e-09 -6.26840896609788e-03 -1.43014720531850e-03 3.76894799654532e-01 3.14156687917071e+00 -3.14159265358979e+00 -3.14159265358979e+00 3.14159265358979e+00 3.14159265358979e+00 2.65850622633681e-17 7.54965843666587e-03 6.82406089187104e-02 2.28293757749863e-11 -7.09708941595473e-13 3.10402423165510e-07 5.80488418106739e-09 5.12500307608398e-11 -3.66781730875847e-09 2.39141186699252e-06 3.82144282315765e-05 -3.19306715372031e-05 -3.38035374570424e-04 3.19263883639306e-05 3.40152813895361e-04
83 4.15287298521700e-12 5.98678491498902e+45 3.96035046039640e-17 8.16272816907402e-03 6.83682459139330e-02 -1.61705177390440e-11 -8.60648318137650e-13 3.10395225842069e-07 5.64830735568911e-09 -7.72034894963300e-03 -1.43705777534221e-03 3.54788458826949e-01 3.14156362899843e+00 -3.14159265358979e+00 -3.14159265358979e+00 3.14159265358979e+00 3.14159265358979e+00 7.32134993645447e-17 8.16025593850291e-03 6.85685385294702e-02 2.28300735836733e-11 -7.89733791935740e-13 3.10396362793141e-07 5.64770600789950e-09 4.65205806858866e-11 -5.33499002543239e-09 2.59549893760582e-06 4.01647525485101e-05 -3.20230720650470e-05 -3.35481740276570e-04 3.20272712874797e-05 3.31945768892158e-04
84 4.20290759949672e-12 6.49877056176313e+45 2.27452818989019e-17 8.82911081571704e-03 6.83373934910176e-02 -1.61702940773778e-11 -7.60008135669713e-13 3.10388373741644e-07 5.49195319975902e-09 -5.51899742147064e-03 -2.38161305512251e-03 2.92092576901392e-01 3.14155956064114e+00 -3.14159265358979e+00 -3.14159265358979e+00 3.14159265358979e+00 3.14159265358979e+00 9.63752097197828e-17 8.82853384017745e-03 6.86718736312068e-02 2.28309113440592e-11 -8.88169910405578e-13 3.10389455599500e-07 5.49133860515906e-09 5.58506947804410e-11 -6.56240790318207e-09 2.81123870488309e-06 4.18950605024029e-05 -3.21096814124313e-05 -3.30091222709847e-04 3.21293614354749e-05 3.48565809682457e-04
85 4.25294221377644e-12 6.95775580704747e+45 6.01574169179170e-17 9.51587886447472e-03 6.86407274181236e-02 -1.61694474510208e-11 -6.41658147394642e-13 3.10380695687124e-07 5.33798967100227e-09 -5.57303747972415e-03 -2.38197982792461e-03 2.59917238663392e-01 3.14155613330766e+00 -3.14159265358979e+00 -3.14159265358979e+00 3.14159265358979e+00 3.14159265358979e+00 5.67958922138669e-17 9.51270133720145e-03 6.89093416598056e-02 2.28311336849256e-11 -9.96803737300426e-13 3.10381906226824e-07 5.33734665771672e-09 1.48227228177235e-11 -7.24225513389666e-09 3.03629184196629e-06 4.33528851019938e-05 -3.22473343853595e-05 -3.33023227018120e-04 3.22091085015467e-05 3.28710367081462e-04
86 4.30297682805617e-12 7.38291395840285e+45 9.04406406602935e-17 1.01720257586591e-02 6.85563711052625e-02 -1.61674347713764e-11 -5.11821682322786e-13 3.10372102514914e-07 5.18822169362711e-09 -4.44772289416349e-03 -1.98320243693316e-03 2.02671130978323e-01 3.14155433757694e+00 -3.14159265358979e+00 -3.14159265358979e+00 3.14159265358979e+00 3.14159265358979e+00 3.47611652004833e-17 1.01701612294550e-02 6.89713412956697e-02 2.28305261893834e-11 -1.11173056341582e-12 3.10373471838111e-07 5.18755755689850e-09 -4.04997052135157e-11 -7.66178841805753e-09 3.27097282357123e-06 4.45460313611613e-05 -3.23836309270593e-05 -3.24068220593853e-04 3.22754658073364e-05 3.27130304683440e-04
87 4.35301144233589e-12 7.80151373321372e+45 7.92658828956287e-17 1.07584895349102e-02 6.87154160506379e-02 -1.61647845771374e-11 -3.83278860387110e-13 3.10362650174172e-07 5.04238868652829e-09 -4.95765748979783e-03 -2.39676835166213e-03 1.97992409757533e-01 3.14155694369508e+00 -3.14159265358979e+00 -3.14159265358979e+00 3.14159265358979e+00 3.14159265358979e+00 2.87494065030236e-17 1.07585217313499e-02 6.90080907455140e-02 2.28293568975339e-11 -1.21597870523375e-12 3.10364128658818e-07 5.04172602161183e-09 -7.79527920721023e-11 -6.94987612678795e-09 3.51261236352388e-06 4.55423442436911e-05 -3.24871768674391e-05 -3.22656216695438e-04 3.23263992169675e-05 3.34087683435337e-04
88 4.40304605661561e-12 8.21911608628254e+45 1.14760045779274e-17 1.13059985253809e-02 6.87607139851989e-02 -1.61609465954239e-11 -2.81628538091604e-13 3.10352135956254e-07 4.90116757159297e-09 -3.33074220763378e-03 -9.67716949839032e-04 1.58888359412815e-01 3.14155416431782e+00 -3.14159265358979e+00 -3.14159265358979e+00 3.14159265358979e+00 3.14159265358979e+00 2.23351288960405e-17 1.13049148420985e-02 6.91055161670643e-02 2.28271235380835e-11 -1.29072554039667e-12 3.10353710997331e-07 4.90052877005750e-09 -1.48890629896992e-10 -4.98312233845148e-09 3.75942901453178e-06 4.64151714699653e-05 -3.25686339543412e-05 -3.43068056326801e-04 3.23668210794080e-05 3.21222055791925e-04
89 4.45308067089533e-12 8.64329378561009e+45 2.25012340458228e-17 1.18167558939453e-02 6.86730106929772e-02 -1.61572217948294e-11 -2.28315996211229e-13 3.10340725845045e-07 4.76362951163159e-09 -3.55907199185891e-03 8.51087966827261e-06 1.63574919886499e-01 3.14155335979531e+00 -3.14159265358979e+00 -3.14159265358979e+00 3.14159265358979e+00 3.14159265358979e+00 1.95669877003043e-17 1.18182737702341e-02 6.90579555010593e-02 2.28249947792520e-11 -1.30978027060286e-12 3.10342331791084e-07 4.76303690308430e-09 -1.41917258892054e-10 -1.27031533199989e-09 4.00976265071869e-06 4.72415167592117e-05 -3.26373204586323e-05 -3.25010092030347e-04 3.24523969746054e-05 3.22003514102200e-04
90 4.50311528517506e-12 9.07363610950457e+45 2.01389290563834e-17 1.22739794376712e-02 6.88948711236914e-02 -1.61530334907799e-11 -2.31682742978606e-13 3.10328130795475e-07 4.63082292669715e-09 -2.25488797797144e-03 8.20624493013343e-04 1.34138110379979e-01 3.14155355112925e+00 -3.14159265358979e+00 -3.14159265358979e+00 3.14159265358979e+00 3.14159265358979e+00 2.46195006123288e-17 1.22737834259901e-02 6.91817887805449e-02 2.28221795571576e-11 -1.27186157862360e-12 3.10329822840275e-07 4.63028481690555e-09 -1.87681469755977e-10 2.52791281451219e-09 4.26123759305029e-06 4.80658615195226e-05 -3.26875598239422e-05 -3.25488494256685e-04 3.25301704041103e-05 3.30022147755748e-04
91 4.55314989945478e-12 9.51047076044104e+45 1.18913466165975e-17 1.26939698950028e-02 6.87967964849145e-02 -1.61479501249066e-11 -2.93942741063244e-13 3.10314404097756e-07 4.50278858026948e-09 -2.44513819265103e-03 1.64502389328960e-04 1.39982876871331e-01 3.14155646326509e+00 -3.14159265358979e+00 -3.14159265358979e+00 3.14159265358979e+00 3.14159265358979e+00 2.08438809027804e-17 1.26911051148033e-02 6.91920285847491e-02 2.28185660664734e-11 -1.16798162725034e-12 3.10316235246326e-07 4.50230962424968e-09 -2.40899376920204e-10 6.92533011041598e-09 4.51370415247626e-06 4.89369960834618e-05 -3.27289555161236e-05 -3.36642934612000e-04 3.26003180592767e-05 3.29234573332839e-04
92 4.60318451373450e-12 9.91531840988307e+45 8.05454473747450e-18 1.31055038589769e-02 6.89163013983275e-02 -1.61425871804626e-11 -4.08929666483051e-13 3.10299550873019e-07 4.38232622735509e-09 -1.36440663402832e-03 4.69363346956355e-04 1.10765082492161e-01 3.14155461300601e+00 -3.14159265358979e+00 -3.14159265358979e+00 3.14159265358979e+00 3.14159265358979e+00 2.33295130424908e-17 1.31020392500539e-02 6.91571564282808e-02 2.28148038622546e-11 -1.00665976298052e-12 3.10301511362809e-07 4.38191619509886e-09 -2.50813609013379e-10 1.07547909776433e-08 4.76433939681841e-06 4.98093978965169e-05 -3.27610866180015e-05 -3.31718450964293e-04 3.26497969316041e-05 3.29309247606632e-04
93 4.65321912801423e-12 1.02495785623168e+46 9.07370227539958e-18 1.34995658336826e-02 6.89266692182395e-02 -1.61366895314378e-11 -5.44950389249718e-13 3.10283420911960e-07 4.27096609218825e-09 -1.69602268426770e-03 3.06324310852278e-03 1.21259850086535e-01 3.14154884212789e+00 -3.14159265358979e+00 -3.14159265358979e+00 3.14159265358979e+00 3.14159265358979e+00 2.13130816373983e-17 1.34946801895461e-02 6.92639116733113e-02 2.28105639012639e-11 -8.14815664487364e-13 3.10285708074545e-07 4.27062019175878e-09 -2.82664064072785e-10 1.27896065933329e-08 5.01447055539570e-06 5.06282821889060e-05 -3.27864323072361e-05 -3.34205915496361e-04 3.26916022115026e-05 3.59287149835899e-04
94 4.70325374229395e-12 1.04848462260667e+46 9.49210567731241e-18 1.38422747446235e-02 6.88362619756268e-02 -1.61308276332387e-11 -6.69917754614210e-13 3.10265861763838e-07 4.17213220775629e-09 -7.60229791934213e-04 6.86317773120554e-03 9.33263893098408e-02 3.14152357937169e+00 -3.14159265358975e+00 -3.14159265358979e+00 3.14159265358976e+00 3.14159265358979e+00 2.12930178753552e-17 1.38323761416105e-02 6.91908651670132e-02 2.28057617378328e-11 -6.25325240228890e-13 3.10268448884103e-07 4.17184416383186e-09 -3.20144226261988e-10 1.26326949650606e-08 5.26269185380212e-06 5.12798054872107e-05 -3.29767837974240e-05 -3.33047925500732e-04 3.28779256595997e-05 3.34207826628113e-04
95 4.75328835657367e-12 1.06407190943296e+46 8.66477450020543e-18 1.41006197101040e-02 6.90350088321951e-02 -1.61266252791777e-11 -7.66084436461091e-13 3.10247360790450e-07 4.08647945951398e-09 -8.17173804783351e-04 5.54326549648536e-03 9.88107588715841e-02 3.14153231320482e+00 -3.14159265358942e+00 -3.14159265358979e+00 3.14159265358952e+00 3.14159265358979e+00 2.67604962733250e-17 1.40966053077371e-02 6.93137236356599e-02 2.27995703564218e-11 -4.65255307332056e-13 3.10249997254492e-07 4.08623803395157e-09 -3.60513589014889e-10 1.06859729187444e-08 5.51113735664009e-06 5.17450663284353e-05 -3.34571980192084e-05 -3.34517102637746e-04 3.42857412104112e-05 3.34222957236621e-04
96 4.80332297085339e-12 1.07367135238986e+46 1.41105110377805e-17 1.42681820320314e-02 6.89180838823523e-02 -1.61308626771301e-11 -8.31336275472759e-13 3.10227283088142e-07 4.01595207537115e-09 -4.22051318119589e-04 3.58972855220038e-03 8.34355756201404e-02 3.14153415654478e+00 -3.14159265358400e+00 -3.14159265358978e+00 3.14159265358950e+00 3.14159265358979e+00 2.23161152570073e-17 1.42733569763124e-02 6.93361907340741e-02 2.27927089039409e-11 -3.41644354282896e-13 3.10230579650177e-07 4.01571267399042e-09 -4.23517420802264e-10 8.27049784518901e-09 5.75502922632946e-06 5.20287663161898e-05 -3.38393189186065e-05 -3.28247299441111e-04 3.55893700179823e-05 3.35079143292278e-04
97 4.85335758513312e-12 1.08048696619304e+46 1.86063407057629e-17 1.43200340008363e-02 6.90602364925255e-02 -1.61131231778012e-11 -8.77067258213164e-13 3.10206465019078e-07 3.95981002789231e-09 -6.24935319352681e-04 2.06633964762148e-04 9.14515182093514e-02 3.14153365465357e+00 -3.14159265358811e+00 -3.14159265358974e+00 3.14159265358561e+00 3.14159265358976e+00 2.46696000855644e-17 1.43244697930078e-02 6.90303383693547e-02 2.27816368900567e-11 -2.42213747840874e-13 3.10209596166827e-07 3.95947431284873e-09 -4.68570947389259e-10 6.63304676690630e-09 6.00176443237122e-06 5.21994967122435e-05 -3.44739472162116e-05 -3.36377993214578e-04 3.67697986383901e-05 3.33101730454249e-04
98 4.90339219941284e-12 1.08412046883884e+46 2.07099124575968e-17 1.42956987661762e-02 6.87345571653422e-02 -1.61209250417631e-11 -9.13984792745620e-13 3.10184259497349e-07 3.91951555979828e-09 -1.64236920782740e-04 -3.15167225348167e-03 7.45476112880293e-02 3.14153462458293e+00 -3.14159265358968e+00 -3.14159265358976e+00 3.14159265358789e+00 3.14159265358913e+00 2.56999290981527e-17 1.42967203852544e-02 6.94046250119632e-02 2.27508987705105e-11 -1.54034576611016e-13 3.10187629567508e-07 3.91898714458951e-09 -4.70118048668437e-10 5.84795830449666e-09 6.24494258066264e-06 5.23051882871067e-05 -3.56428306506614e-05 -3.34976461647192e-04 3.78251609383237e-05 3.41149393272815e-04
99 4.95342681369256e-12 1.08365228418962e+46 2.01643649124117e-17 1.42625194528614e-02 6.90245057376631e-02 -1.61018257270096e-11 -9.27298528459759e-13 3.10160605630598e-07 3.89438920568634e-09 -2.27997604683836e-04 -9.91892300127138e-03 8.15363071218350e-02 3.14153045587732e+00 -3.14159265358894e+00 -3.14159265358962e+00 3.14159265358796e+00 3.14159265358935e+00 2.18259408559559e-17 1.42571752005578e-02 6.94697744728126e-02 2.27568242256569e-11 -8.79328907809261e-14 3.10164528588473e-07 3.89362766864741e-09 -5.80986101599283e-10 4.36987924930518e-09 6.48947588998356e-06 5.23642207818186e-05 -3.67179099031730e-05 -3.25075999715651e-04 3.87201265848973e-05 3.32849797616493e-04
100 5.00346142797229e-12 1.07592572811458e+46 8.00434232642976e-18 1.42029356854614e-02 6.92222535856055e-02 -1.61036885110524e-11 -9.06476173280237e-13 3.10136029426312e-07 3.88627693243306e-09 9.57565956036375e-06 -1.08253497437985e-02 7.25686482475650e-02 3.14151868401891e+00 -3.14159265358877e+00 -3.14159265358950e+00 3.14159265358593e+00 3.14159265358914e+00 1.89528936358355e-17 1.41993870200719e-02 6.96518165537119e-02 2.27445461910931e-11 -3.98135955417424e-14 3.10140033207739e-07 3.88527871561066e-09 -6.15811156807262e-10 2.98456948251814e-09 6.72970653270984e-06 5.23615499656397e-05 -3.76935006495513e-05 -3.29071217487614e-04 3.94976377104935e-05 3.25957684931694e-04
101 5.05349604225201e-12 1.06049350185334e+46 1.75018808851456e-17 1.40891178271699e-02 6.92438483038440e-02 -1.60846990376459e-11 -8.52642898201392e-13 3.10110083538555e-07 3.89444467554479e-09 -3.24006199255547e-05 -9.93466481974378e-03 7.83505679194056e-02 3.14152806562214e+00 -3.14159265358769e+00 -3.14159265358950e+00 3.14159265358869e+00 3.14159265358938e+00 1.89099665785389e-17 1.40863861568076e-02 6.96980188650599e-02 2.27822246083472e-11 -1.05182433770305e-14 3.10114597908676e-07 3.89320091809488e-09 -6.46157172455128e-10 2.01694068087647e-09 6.96964858033796e-06 5.22553255713510e-05 -3.85639527698984e-05 -3.37268900419979e-04 4.02180146210339e-05 3.39136123889266e-04
102 5.10353065653173e-12 1.03719309024142e+46 5.45725243163486e-18 1.38968808739893e-02 6.94401823178573e-02 -1.61051978285479e-11 -7.82127704597718e-13 3.10083248900953e-07 3.92007091181630e-09 1.05271893058506e-04 -1.02316710979445e-02 7.50537560484186e-02 3.14151644367929e+00 -3.14159265358389e+00 -3.14159265358859e+00 3.14159265358471e+00 3.14159265358958e+00 2.04958399155145e-17 1.38914571372017e-02 6.97373753534494e-02 2.27184341621267e-11 1.33153378907553e-14 3.10087817313633e-07 3.91855307333721e-09 -7.17846441547037e-10 1.73914672447207e-09 7.20534817472967e-06 5.20378599117992e-05 -3.93036950370869e-05 -3.38370891964809e-04 4.08347441226375e-05 3.68939541495030e-04
103 5.15356527081145e-12 1.00806202854852e+46 8.13023188049962e-18 1.36123116287188e-02 6.95149058785039e-02 -1.61696072492292e-11 -6.93890581017757e-13 3.10055323283792e-07 3.96129946175790e-09 5.39804483008557e-05 -7.05433710790653e-03 8.09192588170258e-02 3.14153446402953e+00 -3.14159265358119e+00 -3.14159265358936e+00 3.14159265356561e+00 3.14159265358921e+00 1.32113479709207e-17 1.36025733020145e-02 6.98163984483586e-02 2.27269271656601e-11 3.46611091278328e-14 3.10060485806911e-07 3.95957202467116e-09 -7.92478047451356e-10 1.56411539569070e-09 7.43849955955392e-06 5.16920239309214e-05 -3.99518914411204e-05 -3.49717531719156e-04 4.13550632942272e-05 3.48228829270215e-04
